Column1.1,Column1.2,Column1.3,Column1.4,Column1.5,Column1.6,Column1.7,Column1.8,Column1.9,Column1.10,Column1.11,Column1.12,Column1.13,Column1.14,Column1.15,Column1.16,Column1.17,Column1.18,Column1.19,Column1.20,Column1.21,Column1.22,Column1.23,Column1.24,Column1.25,Column1.26,Column1.27,Column1.28,Column1.29,Column1.30,Column1.31,Column1.32,Column1.33,Column1.34,Column1.35,Column1.36,Column1.37,Column1.38,Column1.39,Column1.40,Column1.41,Column1.42,Column1.43,Column1.44,Column1.45,Column1.46,Column1.47,Column1.48
CHEMBL5192888,,None,683.83,1,4.62,20d,C[C@H]1CCC[C@]2(C)CC3OC(=O)C(CNCCCC(=O)N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)C3C=C12,IC50,'=',8.33,nM,8.08,,,UO_0000065,11.81,0.22,3.46,6.48,0,CHEMBL5117387,Inhibition of human recombinant PARP1 in presence of NAD+ by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5113471,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR,,"8.33,,,,,,,,,,,,,,,"
CHEMBL5194792,,None,671.77,1,3.77,21,C[C@H]1CCC[C@]2(C)CC3OC(=O)C(CNOCC(=O)N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)C3C=C12,IC50,'=',19.74,nM,7.71,,,UO_0000065,11.47,0.21,3.93,5.75,0,CHEMBL5117387,Inhibition of human recombinant PARP1 in presence of NAD+ by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5113471,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR,,"19.74,,,,,,,,,,,,,,,"
CHEMBL107260,,None,441.49,0,-0.94,31,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)N1CCN(c2ncccn2)CC1,IC50,'=',90.0,nM,7.05,,,UO_0000065,15.96,0.30,7.99,5.29,0,CHEMBL762476,Inhibitory activity against human recombinant PARP-1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134951,1,Scientific Literature,Bioorg Med Chem Lett,2002,None,,,,"90.0,,,,,,,,,,,,,,,"
CHEMBL5088510,,None,464.54,0,2.99,15,CC(C)=CCN1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C[C@@H]1C,IC50,'=',19.78,nM,7.70,,,UO_0000065,16.58,0.31,4.71,9.82,0,CHEMBL5054878,Inhibition of recombinant human PARP1 using NAD+ as substrate incubated for 1 hr by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5053536,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.0 hr,INHIBITOR,,"19.78,,,,,,,,,,,,,,,"
CHEMBL5072662,,None,492.47,0,2.98,26,CC[C@@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1CC(F)(F)F,IC50,'=',16.63,nM,7.78,,,UO_0000065,15.80,0.30,4.80,9.92,0,CHEMBL5054878,Inhibition of recombinant human PARP1 using NAD+ as substrate incubated for 1 hr by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5053536,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.0 hr,INHIBITOR,,"16.63,,,,,,,,,,,,,,,"
CHEMBL110332,,None,443.46,0,-1.75,41,O=C(CCn1c2c(c(=O)[nH]c1=O)COCC2)NCC(=O)N1CCN(c2ncccn2)CC1,IC50,'=',800.0,nM,6.10,,,UO_0000065,13.75,0.26,7.85,4.28,0,CHEMBL762476,Inhibitory activity against human recombinant PARP-1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134951,1,Scientific Literature,Bioorg Med Chem Lett,2002,None,,,,"800.0,,,,,,,,,,,,,,,"
CHEMBL108919,,None,442.54,0,1.32,10,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(N2CCCC2)cc1,IC50,'=',12.0,nM,7.92,,,UO_0000065,17.90,0.35,6.60,7.60,0,CHEMBL762476,Inhibitory activity against human recombinant PARP-1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134951,1,Scientific Literature,Bioorg Med Chem Lett,2002,None,,,,"12.0,,,,,,,,,,,,,,,"
CHEMBL5186007,,None,298.37,0,2.62,57,Cc1ccc2c(=O)[nH]c(CSc3ncccn3)nc2c1C,IC50,'>',30000.0,nM,,,,UO_0000065,,,,,0,CHEMBL5124490,Inhibition of PARP1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5120882,1,Scientific Literature,J Med Chem,2022,None,,,,"30.0,,,,,,,,,,,,,,,"
CHEMBL187834,,None,278.27,0,3.42,1c,O=[N+]([O-])c1ccc2c(c1)Cc1c-2nc(O)c2ccccc12,IC50,'=',300.0,nM,6.52,,,UO_0000065,23.44,0.42,3.10,8.55,0,CHEMBL828154,Inhibitory concentration against purified poly ADP-ribose polymerase-1 done in PARP inhibition assay kit,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141136,1,Scientific Literature,J Med Chem,2005,None,,,,"0.3,,,,,,,,,,,,,,,"
CHEMBL198230,,None,365.52,0,3.89,10h,CC1CCC2N=C(CCCN3CC=C(c4ccccc4)CC3)NC(=O)C2C1,IC50,'=',274.0,nM,6.56,,,UO_0000065,17.95,0.33,2.67,14.68,0,CHEMBL881278,In vitro inhibitory concentration against Poly(ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141047,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,,"274.0,,,,,,,,,,,,,,,"
CHEMBL436298,,None,363.35,0,2.57,32,O=C1C2CC2C(=O)N1c1cc(Cc2nnc(O)c3ccccc23)ccc1F,IC50,'=',5.0,nM,8.30,,,UO_0000065,22.85,0.42,5.73,9.95,0,CHEMBL829484,Inhibitory concentration against human poly (ADP-ribose) polymerase 1 (PARP-1),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141921,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,,"5.0,,,,,,,,,,,,,,,"
CHEMBL370217,,None,365.36,0,2.70,33,O=C1CCCC(=O)N1c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,IC50,'=',4.1,nM,8.39,,,UO_0000065,22.96,0.42,5.69,10.09,0,CHEMBL829484,Inhibitory concentration against human poly (ADP-ribose) polymerase 1 (PARP-1),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141921,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,,"4.1,,,,,,,,,,,,,,,"
CHEMBL480428,,None,273.30,0,2.87,17q,N#Cc1ccc(-c2cnc3c(C(N)=O)cccc3c2)cc1,IC50,'=',27000.0,nM,4.57,,,UO_0000065,16.72,0.30,1.70,5.73,0,CHEMBL1028889,Inhibition of human recombinant PARP1 by Trevigen colorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143312,1,Scientific Literature,J Med Chem,2009,None,,,,"27.0,,,,,,,,,,,,,,,"
CHEMBL480233,,None,278.31,0,3.01,17m,COc1ccc(-c2cnc3c(C(N)=O)cccc3c2)cc1,IC50,'=',62000.0,nM,4.21,,,UO_0000065,15.12,0.27,1.20,6.45,0,CHEMBL1028889,Inhibition of human recombinant PARP1 by Trevigen colorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143312,1,Scientific Literature,J Med Chem,2009,None,,,,"62.0,,,,,,,,,,,,,,,"
CHEMBL381208,,None,307.35,0,2.26,30,CCNC(=O)c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,IC50,'=',50.0,nM,7.30,,,UO_0000065,23.75,0.43,5.04,9.75,1,CHEMBL993111,Inhibition of human recombinant PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143348,1,Scientific Literature,J Med Chem,2009,None,,,,"50.0,,,,,,,,,,,,,,,"
CHEMBL186383,,None,379.89,0,4.71,7,Oc1nc(CCCN2CC=C(c3ccccc3)CC2)nc2cc(Cl)ccc12,IC50,'=',250.0,nM,6.60,,,UO_0000065,17.38,0.33,1.89,13.41,0,CHEMBL833529,In vitro inhibitory concentration against human recombinant Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137205,1,Scientific Literature,J Med Chem,2004,None,,,,"250.0,,,,,,,,,,,,,,,"
CHEMBL5185548,,None,457.46,0,3.10,7i,CCc1cc2ncc(CN3CCN(c4ccc5nc(C(F)(F)F)[nH]c5n4)CC3)cc2[nH]c1=O,IC50,'=',243.8,nM,6.61,,,UO_0000065,14.46,0.27,3.51,7.05,0,CHEMBL5152894,Inhibition of PARP-1 (unknown origin) binding to DNA assessed as DNA trapping activity,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5150037,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,,INHIBITOR,,"243.8,,,,,,,,,,,,,,,"
CHEMBL5201927,,None,418.50,0,2.09,7j,CCc1cc2ncc(CN3CCN(c4cc5c(cn4)NC(=O)CC5)CC3)cc2[nH]c1=O,IC50,'=',727.4,nM,6.14,,,UO_0000065,14.67,0.27,4.05,6.51,0,CHEMBL5152894,Inhibition of PARP-1 (unknown origin) binding to DNA assessed as DNA trapping activity,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5150037,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,,INHIBITOR,,"727.4,,,,,,,,,,,,,,,"
CHEMBL5095220,SARUPARIB,2.0,406.49,0,1.56,AZD5305,CCc1cc2ncc(CN3CCN(c4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,IC50,'=',0.65,nM,9.19,,,UO_0000065,22.60,0.42,7.63,9.75,0,CHEMBL5152894,Inhibition of PARP-1 (unknown origin) binding to DNA assessed as DNA trapping activity,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5150037,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,,INHIBITOR,,"0.65,,,,,,,,,,,,,,,"
CHEMBL122690,,None,200.04,0,1.55,8,NC(=O)c1cccc(Br)c1,IC50,'=',55000.0,nM,4.26,,,UO_0000065,21.29,0.58,2.71,9.89,0,CHEMBL763795,The compound was tested for poly(ADP-ribose)-polymerase (PARP) inhibition,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134673,1,Scientific Literature,J Med Chem,2001,None,,,,"55.0,,,,,,,,,,,,,,,"
CHEMBL493307,,None,410.45,0,1.40,38,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(CCO)CC1,IC50,'=',12.0,nM,7.92,,,UO_0000065,19.30,0.36,6.52,8.85,0,CHEMBL982809,Inhibition of PARP1 by flashplate scintillation proximity assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140140,1,Scientific Literature,J Med Chem,2008,None,,,,"0.012,,,,,,,,,,,,,,,"
CHEMBL523058,,None,443.48,0,3.01,26,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2ccccn2)CC1,IC50,'=',2.0,nM,8.70,,,UO_0000065,19.62,0.36,5.69,10.58,0,CHEMBL982809,Inhibition of PARP1 by flashplate scintillation proximity assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140140,1,Scientific Literature,J Med Chem,2008,None,,,,"0.002,,,,,,,,,,,,,,,"
CHEMBL494875,,None,448.50,0,2.74,22,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCN(C(=O)C2CC2)CC1,IC50,'=',12.0,nM,7.92,,,UO_0000065,17.66,0.33,5.18,9.17,0,CHEMBL982809,Inhibition of PARP1 by flashplate scintillation proximity assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140140,1,Scientific Literature,J Med Chem,2008,None,,,,"0.012,,,,,,,,,,,,,,,"
CHEMBL523879,,None,422.46,0,2.35,21,CC(=O)N1CCCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,IC50,'=',12.0,nM,7.92,,,UO_0000065,18.75,0.35,5.57,9.17,0,CHEMBL982809,Inhibition of PARP1 by flashplate scintillation proximity assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140140,1,Scientific Literature,J Med Chem,2008,None,,,,"0.012,,,,,,,,,,,,,,,"
CHEMBL3763383,,None,341.37,0,3.01,16,O=c1[nH]nc2c3c(cccc13)NC(c1ccccn1)C2c1ccccn1,IC50,'=',108.0,nM,6.97,,,UO_0000065,20.41,0.37,3.96,8.34,0,CHEMBL3767923,Inhibition of human PARP1 using [3H]NAD as substrate after 1 min by microplate scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763037,1,Scientific Literature,J Med Chem,2016,None,,,,"108.0,,,,,,,,,,,,,,,"
CHEMBL3763348,,None,341.37,0,3.01,17,O=c1[nH]nc2c3c(cccc13)NC(c1cccnc1)C2c1cccnc1,IC50,'=',17.7,nM,7.75,,,UO_0000065,22.71,0.41,4.74,9.28,0,CHEMBL3767923,Inhibition of human PARP1 using [3H]NAD as substrate after 1 min by microplate scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763037,1,Scientific Literature,J Med Chem,2016,None,,,,"17.7,,,,,,,,,,,,,,,"
CHEMBL3763209,,None,347.42,0,2.57,20,O=c1[nH]nc2c3c(cccc13)NC(c1cccnc1)C2C1CCCNC1,IC50,'=',105.0,nM,6.98,,,UO_0000065,20.09,0.37,4.41,8.44,0,CHEMBL3767923,Inhibition of human PARP1 using [3H]NAD as substrate after 1 min by microplate scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763037,1,Scientific Literature,J Med Chem,2016,None,,,,"105.0,,,,,,,,,,,,,,,"
CHEMBL3290459,,None,195.19,0,1.25,rac-13c,CC1Cc2cc(F)cc(C(N)=O)c2O1,IC50,'=',2450.0,nM,5.61,,,UO_0000065,28.75,0.55,4.36,10.72,0,CHEMBL3293313,Inhibition of PARP-1 (unknown origin) using biotinylated NAD+ as substrate after 60 mins by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3286176,1,Scientific Literature,J Med Chem,2014,None,,,,"2.45,,,,,,,,,,,,,,,"
CHEMBL5404678,,None,538.02,2,5.48,12b,Cc1c2ccc(N(C)c3ccnc(Nc4ccc(-c5nc6c(C(N)=O)cccc6[nH]5)c(Cl)c4)n3)cc2nn1C,IC50,'=',142.0,nM,6.85,,,UO_0000065,12.73,0.24,1.37,5.24,0,CHEMBL5324546,Inhibition of PARP1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5321287,1,Scientific Literature,J Med Chem,2023,None,,INHIBITOR,,"142.0,,,,,,,,,,,,,,,"
CHEMBL133694,,None,161.16,0,0.66,10,NC(=O)c1cccc2[nH]cnc12,IC50,'=',240.0,nM,6.62,,,UO_0000065,41.08,0.75,5.96,9.22,0,CHEMBL1176193,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1177697,1,Scientific Literature,J Med Chem,2010,None,,,,"240.0,,,,,,,,,,,,,,,"
CHEMBL3764990,,None,361.38,0,3.09,"(8R,9S)-36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3764974,,None,341.37,0,3.01,15,O=c1[nH]nc2c3c(cccc13)NC(c1ccncc1)C2c1ccncc1,IC50,'=',22.4,nM,7.65,,,UO_0000065,22.41,0.40,4.64,9.15,0,CHEMBL3767923,Inhibition of human PARP1 using [3H]NAD as substrate after 1 min by microplate scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763037,1,Scientific Literature,J Med Chem,2016,None,,,,"22.4,,,,,,,,,,,,,,,"
CHEMBL82342,,None,196.21,0,2.49,3b,Oc1nc2ccncc2c2ccccc12,IC50,'=',128.0,nM,6.89,,,UO_0000065,35.13,0.63,4.40,14.98,1,CHEMBL761609,Inhibition of human recombinant Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1136129,1,Scientific Literature,Bioorg Med Chem Lett,2003,None,,,,"128.0,,,,,,,,,,,,,,,"
CHEMBL608994,,None,188.23,0,0.62,4,O=C1NCC2NCCc3cccc1c32,IC50,'=',140.0,nM,6.85,,,UO_0000065,36.41,0.67,6.23,16.66,0,CHEMBL1074647,Inhibition of human PARP1 by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153250,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"140.0,,,,,,,,,,,,,,,"
CHEMBL594521,,None,385.26,0,2.86,28,O=C1NCC2c3c(cccc31)CCN2C(=O)Cc1ccc(Br)cc1,IC50,'=',7.0,nM,8.15,,,UO_0000065,21.17,0.46,5.29,16.50,0,CHEMBL1074647,Inhibition of human PARP1 by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153250,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"7.0,,,,,,,,,,,,,,,"
CHEMBL596354,,None,360.42,0,2.30,37,O=C1NCC2c3c(cccc31)CCN2C(=O)CCn1cnc2ccccc21,IC50,'=',1.0,nM,9.00,,,UO_0000065,24.97,0.46,6.70,13.39,0,CHEMBL1074647,Inhibition of human PARP1 by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153250,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"1.0,,,,,,,,,,,,,,,"
CHEMBL595464,,None,328.42,0,0.10,45,CN1CCN(CC(=O)N2CCc3cccc4c3C2CNC4=O)CC1,IC50,'=',97.0,nM,7.01,,,UO_0000065,21.35,0.40,6.91,12.55,0,CHEMBL1074647,Inhibition of human PARP1 by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153250,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"97.0,,,,,,,,,,,,,,,"
CHEMBL597926,,None,455.53,0,1.54,24,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)[C@]4(C)CCCN4)CC3)c2)n[nH]c(=O)c1C,IC50,'=',3.8,nM,8.42,,,UO_0000065,18.48,0.35,6.88,8.56,0,CHEMBL1069057,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1158507,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"3.8,,,,,,,,,,,,,,,"
CHEMBL598350,,None,441.51,0,1.01,29,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4CCNC4)CC3)c2)n[nH]c(=O)c1C,IC50,'=',3.9,nM,8.41,,,UO_0000065,19.05,0.36,7.40,8.55,0,CHEMBL1069057,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1158507,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"3.9,,,,,,,,,,,,,,,"
CHEMBL590632,,None,481.57,0,2.10,33,C=CCC1(C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c(C)c4C)ccc3F)CC2)CCCN1,IC50,'=',1.8,nM,8.74,,,UO_0000065,18.16,0.34,6.64,8.89,0,CHEMBL1069057,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1158507,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"1.8,,,,,,,,,,,,,,,"
CHEMBL127336,,None,302.42,0,2.62,DPQ,O=C1NCCc2c(OCCCCN3CCCCC3)cccc21,IC50,'=',10820.0,nM,4.97,,,UO_0000065,16.42,0.31,2.35,11.95,0,CHEMBL1073928,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1152644,1,Scientific Literature,Bioorg Med Chem,2009,None,,,,"10.82,,,,,,,,,,,,,,,"
CHEMBL593043,,None,249.27,0,2.64,7,Cc1ccc2nc3c4ccccc4c(=O)[nH]c3n2c1,IC50,'=',4270.0,nM,5.37,,,UO_0000065,21.54,0.39,2.73,10.70,0,CHEMBL1073928,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1152644,1,Scientific Literature,Bioorg Med Chem,2009,None,,,,"4.27,,,,,,,,,,,,,,,"
CHEMBL596713,,None,551.41,1,4.57,41,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCN(c2ncnc3ccccc23)CC1,IC50,'=',1.4,nM,8.85,,,UO_0000065,16.06,0.32,4.28,10.22,0,CHEMBL1069748,Inhibition of PARP1 by topcount microplate scintillation counter,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1158513,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"1.4,,,,,,,,,,,,,,,"
CHEMBL598543,,None,507.39,1,3.99,21,CC(C)(C)C(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,IC50,'=',1.0,nM,9.00,,,UO_0000065,17.74,0.36,5.01,11.55,0,CHEMBL1069748,Inhibition of PARP1 by topcount microplate scintillation counter,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1158513,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"1.0,,,,,,,,,,,,,,,"
CHEMBL381208,,None,307.35,0,2.26,21,CCNC(=O)c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,IC50,'=',50.0,nM,7.30,,,UO_0000065,23.75,0.43,5.04,9.75,0,CHEMBL829484,Inhibitory concentration against human poly (ADP-ribose) polymerase 1 (PARP-1),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141921,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,,"50.0,,,,,,,,,,,,,,,"
CHEMBL47371,,None,322.24,0,4.33,10a1,Cc1cccc2c(O)nc3cc(C(F)(F)F)c([N+](=O)[O-])cc3c12,IC50,'=',136.0,nM,6.87,,,UO_0000065,21.31,0.41,2.54,9.00,0,CHEMBL761611,Inhibitory concentration against purified recombinant human Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134117,1,Scientific Literature,Bioorg Med Chem Lett,2001,None,,,,"0.136,,,,,,,,,,,,,,,"
